date,product_name,retailer,price_inr
2025-09-25,Apple AirPods Pro 3,Amazon.in,23467.47
2025-09-25,Apple AirPods Pro 3,Croma,23502.67
2025-09-25,Apple AirPods Pro 3,Flipkart,22610.32
2025-09-25,Apple AirPods Pro 3,RelianceDigital,26016.07
2025-09-25,Apple MacBook Air (M4),Amazon.in,116789.53
2025-09-25,Apple MacBook Air (M4),Croma,116942.15
2025-09-25,Apple MacBook Air (M4),Flipkart,116201.81
2025-09-25,Apple MacBook Air (M4),RelianceDigital,99483.68
2025-09-25,Apple Watch Series 11,Amazon.in,40102.71
2025-09-25,Apple Watch Series 11,Croma,43932.75
2025-09-25,Apple Watch Series 11,Flipkart,39165.96
2025-09-25,Apple Watch Series 11,RelianceDigital,46854.39
2025-09-25,Bose QuietComfort Ultra Earbuds,Amazon.in,28575.75
2025-09-25,Bose QuietComfort Ultra Earbuds,Croma,22855.64
2025-09-25,Bose QuietComfort Ultra Earbuds,Flipkart,27751.76
2025-09-25,Bose QuietComfort Ultra Earbuds,RelianceDigital,22950.99
2025-09-25,Dell XPS 15,Amazon.in,180375.42
2025-09-25,Dell XPS 15,Croma,183646.88
2025-09-25,Dell XPS 15,Flipkart,161303.05
2025-09-25,Dell XPS 15,RelianceDigital,195847.52
2025-09-25,Fitbit Charge 7,Amazon.in,14763.66
2025-09-25,Fitbit Charge 7,Croma,17910.55
2025-09-25,Fitbit Charge 7,Flipkart,13923.09
2025-09-25,Fitbit Charge 7,RelianceDigital,14379.28
2025-09-25,Garmin Forerunner 965,Amazon.in,62473.41
2025-09-25,Garmin Forerunner 965,Croma,50800.72
2025-09-25,Garmin Forerunner 965,Flipkart,50152.73
2025-09-25,Garmin Forerunner 965,RelianceDigital,58497.53
2025-09-25,Google Pixel 10 Pro,Amazon.in,83406.43
2025-09-25,Google Pixel 10 Pro,Croma,89059.9
2025-09-25,Google Pixel 10 Pro,Flipkart,72979.89
2025-09-25,Google Pixel 10 Pro,RelianceDigital,84864.7
2025-09-25,HP Spectre x360,Amazon.in,150479.24
2025-09-25,HP Spectre x360,Croma,155116.79
2025-09-25,HP Spectre x360,Flipkart,127926.34
2025-09-25,HP Spectre x360,RelianceDigital,116537.18
2025-09-25,JBL Flip 7 Speaker,Amazon.in,11847.42
2025-09-25,JBL Flip 7 Speaker,Croma,12703.17
2025-09-25,JBL Flip 7 Speaker,Flipkart,12160.77
2025-09-25,JBL Flip 7 Speaker,RelianceDigital,11267.98
2025-09-25,Lenovo Legion 5 Pro,Amazon.in,127438.21
2025-09-25,Lenovo Legion 5 Pro,Croma,138822.89
2025-09-25,Lenovo Legion 5 Pro,Flipkart,119999.65
2025-09-25,Lenovo Legion 5 Pro,RelianceDigital,115448.05
2025-09-25,Microsoft Surface Pro 11,Amazon.in,117685.94
2025-09-25,Microsoft Surface Pro 11,Croma,113366.9
2025-09-25,Microsoft Surface Pro 11,Flipkart,125300.67
